Identifikátor,Název,Synonyma,Vyhledávací texty,Definice,Doplňující poznámka,Typ,Zdroj,Nadřazené pojmy,Podřazené pojmy,Související pojmy,Externí související pojmy,Pojmy se stejným významem,Stav pojmu,Notace,Příklady,Reference

